# Fuente: PVGIS v5.2 (Photovoltaic Geographical Information System) - Comision Europea, JRC
# Producto: TMY (Typical Meteorological Year), serie horaria (8760 h)
# Endpoint: https://re.jrc.ec.europa.eu/api/v5_2/tmy?lat=4.70&lon=-74.15&outputformat=csv
# Ubicacion: Bogota (Aeropuerto El Dorado, aprox.) - Lat 4.700 N, Lon -74.150, Elev 2547 m
# Nota: cada mes del TMY proviene de un anio real distinto (ver tabla "month,year" mas abajo).
# Descargado: 2026-07-23
# Zona horaria de time(UTC): UTC. Bogota = UTC-5 (sin horario de verano).
# Columnas clave: G(h)=GHI [W/m2], Gb(n)=DNI [W/m2], Gd(h)=DHI [W/m2], T2m=temp aire [C].
# Original de PVGIS sin modificar salvo este encabezado. Regenerar: ver docs/09-validacion.md.
#
Latitude (decimal degrees): 4.700
Longitude (decimal degrees): -74.150
Elevation (m): 2547.0
Irradiance Time Offset (h): 0.0
month,year
1,2010
2,2010
3,2015
4,2008
5,2006
6,2009
7,2013
8,2006
9,2012
10,2007
11,2014
12,2012
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20080403:2200,14.11,86.25,208.0,482.62,80.0,349.2,1.17,288.0,74334.0
20080403:2300,12.4,88.45,0.0,0.0,0.0,341.0,0.97,309.0,74393.0
20080404:0000,11.68,90.9,0.0,-0.0,0.0,348.0,0.69,328.0,74466.0
20080404:0100,11.27,93.45,0.0,-0.0,0.0,340.05,0.41,1.0,74517.0
20080404:0200,10.76,95.65,0.0,-0.0,0.0,331.4,0.34,25.0,74591.0
20080404:0300,10.3,97.6,0.0,-0.0,0.0,332.8,0.28,50.0,74657.0
20080404:0400,9.91,97.6,0.0,-0.0,0.0,339.8,0.55,85.0,74679.0
20080404:0500,9.33,96.0,0.0,-0.0,0.0,340.2,0.76,86.0,74657.0
20080404:0600,9.42,96.55,0.0,-0.0,0.0,344.4,0.62,88.0,74613.0
20080404:0700,8.92,97.3,0.0,-0.0,0.0,331.0,0.55,88.0,74598.0
20080404:0800,8.86,97.2,0.0,-0.0,0.0,334.6,0.55,87.0,74576.0
20080404:0900,9.42,96.7,0.0,-0.0,0.0,365.0,0.28,93.0,74591.0
20080404:1000,9.36,97.25,0.0,-0.0,0.0,355.4,0.34,112.0,74613.0
20080404:1100,9.52,96.4,0.0,0.0,0.0,359.4,0.41,101.0,74649.0
20080404:1200,10.17,94.35,214.0,518.68,76.0,347.0,0.34,95.0,74671.0
20080404:1300,11.3,86.2,479.0,730.71,110.0,348.2,0.28,171.0,74671.0
20080404:1400,12.85,77.25,720.0,830.88,130.0,354.4,0.48,219.0,74671.0
20080404:1500,13.68,74.75,592.0,136.04,474.0,354.6,0.76,256.0,74657.0
20080404:1600,14.42,77.1,1028.0,908.74,150.0,360.0,1.17,264.0,74649.0
20080404:1700,15.3,81.45,91.0,0.0,91.0,361.4,1.17,278.0,74561.0
20080404:1800,16.65,82.4,186.0,13.46,173.0,364.0,1.59,289.0,74415.0
20080404:1900,17.23,92.2,463.0,54.24,416.0,366.6,1.38,264.0,74290.0
20080404:2000,17.15,94.7,709.0,812.64,133.0,360.6,1.17,258.0,74254.0
20080404:2100,16.25,98.1,468.0,705.19,113.0,356.6,0.97,269.0,74217.0
20080404:2200,14.34,95.5,208.0,488.08,79.0,343.0,0.62,318.0,74261.0
20080404:2300,12.41,96.65,0.0,0.0,0.0,350.8,1.31,66.0,74312.0
20080405:0000,11.82,94.15,0.0,-0.0,0.0,344.0,0.28,354.0,74444.0
20080405:0100,11.3,93.05,0.0,-0.0,0.0,361.85,0.83,284.0,74613.0
20080405:0200,10.17,97.0,0.0,-0.0,0.0,348.6,0.83,91.0,74671.0
20080405:0300,10.31,97.3,0.0,-0.0,0.0,355.6,0.76,87.0,74686.0
20080405:0400,9.78,99.65,0.0,-0.0,0.0,351.4,0.48,96.0,74708.0
20080405:0500,9.65,99.45,0.0,-0.0,0.0,360.2,0.62,111.0,74679.0
20080405:0600,9.61,99.6,0.0,-0.0,0.0,357.8,0.69,92.0,74613.0
20080405:0700,9.0,98.55,0.0,-0.0,0.0,341.6,0.97,85.0,74561.0
20080405:0800,9.42,97.45,0.0,-0.0,0.0,365.6,1.03,81.0,74525.0
20080405:0900,9.5,97.45,0.0,-0.0,0.0,364.2,1.1,82.0,74532.0
20080405:1000,9.3,98.05,0.0,-0.0,0.0,355.2,1.03,84.0,74517.0
20080405:1100,9.23,97.95,0.0,0.0,0.0,361.2,1.03,88.0,74561.0
20080405:1200,9.55,95.5,28.0,0.0,28.0,361.2,1.03,88.0,74627.0
20080405:1300,10.8,89.95,123.0,3.95,121.0,352.6,1.03,98.0,74693.0
20080405:1400,13.52,70.5,178.0,12.66,169.0,324.4,0.48,102.0,74693.0
20080405:1500,15.26,58.45,300.0,19.59,283.0,348.0,0.28,318.0,74693.0
20080405:1600,15.83,56.4,276.0,19.66,257.0,332.2,0.55,283.0,74671.0
20080405:1700,16.02,57.15,499.0,37.02,462.0,348.2,0.69,277.0,74627.0
20080405:1800,15.82,64.3,1023.0,904.47,150.0,348.4,1.45,275.0,74503.0
20080405:1900,14.87,83.95,900.0,873.24,144.0,366.8,1.66,277.0,74422.0
20080405:2000,15.48,87.5,185.0,9.89,178.0,354.4,0.83,261.0,74422.0
20080405:2100,13.73,87.55,253.0,65.68,220.0,356.2,0.62,296.0,74385.0
20080405:2200,12.83,90.8,52.0,0.0,52.0,347.0,0.41,320.0,74385.0
20080405:2300,11.7,95.6,0.0,0.0,0.0,344.0,0.48,135.0,74459.0
20080406:0000,11.0,98.7,0.0,-0.0,0.0,349.2,0.55,74.0,74554.0
20080406:0100,10.88,97.3,0.0,-0.0,0.0,351.65,0.9,92.0,74613.0
20080406:0200,10.98,97.1,0.0,-0.0,0.0,360.8,0.9,102.0,74657.0
20080406:0300,10.64,99.35,0.0,-0.0,0.0,352.6,0.69,93.0,74715.0
20080406:0400,10.77,99.25,0.0,-0.0,0.0,366.4,0.34,62.0,74730.0
20080406:0500,10.67,96.7,0.0,-0.0,0.0,366.2,0.55,51.0,74722.0
20080406:0600,10.46,98.75,0.0,-0.0,0.0,362.6,0.48,39.0,74664.0
20080406:0700,10.32,98.8,0.0,-0.0,0.0,362.0,0.34,61.0,74613.0
20080406:0800,10.12,99.7,0.0,-0.0,0.0,354.0,0.34,83.0,74569.0
20080406:0900,9.92,98.85,0.0,-0.0,0.0,355.2,0.41,99.0,74569.0
20080406:1000,9.84,98.5,0.0,-0.0,0.0,355.2,0.69,99.0,74547.0
20080406:1100,9.56,98.45,0.0,0.0,0.0,347.6,0.83,97.0,74635.0
20080406:1200,10.0,96.1,217.0,523.64,76.0,362.2,1.17,103.0,74642.0
20080406:1300,11.37,92.5,481.0,732.9,109.0,354.8,0.9,106.0,74635.0
20080406:1400,13.08,83.15,722.0,832.92,129.0,357.8,0.48,126.0,74627.0
20080406:1500,14.15,81.95,506.0,71.39,444.0,366.8,0.48,227.0,74591.0
20080406:1600,15.37,83.95,727.0,267.98,468.0,365.2,0.76,257.0,74539.0
20080406:1700,16.52,84.65,755.0,273.19,482.0,373.2,0.97,282.0,74466.0
20080406:1800,17.42,82.2,875.0,496.54,396.0,371.0,1.38,282.0,74363.0
20080406:1900,16.32,60.0,726.0,338.74,433.0,372.2,1.03,287.0,74283.0
20080406:2000,14.59,74.05,419.0,99.01,349.0,357.6,0.97,290.0,74261.0
20080406:2100,14.11,78.75,184.0,13.96,177.0,361.2,1.17,270.0,74297.0
20080406:2200,13.42,82.55,7.0,0.0,7.0,351.4,0.9,291.0,74246.0
20080406:2300,12.58,88.5,0.0,0.0,0.0,358.8,0.69,310.0,74327.0
20080407:0000,11.76,92.35,0.0,-0.0,0.0,362.6,0.62,336.0,74466.0
20080407:0100,11.42,94.7,0.0,-0.0,0.0,358.45,0.55,55.0,74495.0
20080407:0200,11.5,95.4,0.0,-0.0,0.0,371.0,0.55,68.0,74583.0
20080407:0300,11.13,96.3,0.0,-0.0,0.0,362.4,0.55,74.0,74598.0
20080407:0400,10.65,97.65,0.0,-0.0,0.0,346.0,0.69,83.0,74620.0
20080407:0500,10.2,99.25,0.0,-0.0,0.0,344.0,0.69,81.0,74605.0
20080407:0600,9.66,99.55,0.0,-0.0,0.0,328.8,0.62,90.0,74569.0
20080407:0700,10.26,98.45,0.0,-0.0,0.0,357.8,0.48,80.0,74488.0
20080407:0800,10.4,99.1,0.0,-0.0,0.0,356.4,0.41,80.0,74481.0
20080407:0900,10.11,97.8,0.0,-0.0,0.0,351.6,0.48,83.0,74481.0
20080407:1000,10.07,98.0,0.0,-0.0,0.0,351.8,0.69,82.0,74503.0
20080407:1100,10.13,98.15,0.0,0.0,0.0,356.0,0.76,84.0,74517.0
20080407:1200,11.15,93.3,219.0,528.01,76.0,360.2,0.69,93.0,74569.0
20080407:1300,12.52,81.9,483.0,737.01,108.0,348.0,0.83,100.0,74561.0
20080407:1400,14.28,69.3,580.0,311.44,358.0,346.4,0.14,137.0,74525.0
20080407:1500,15.8,61.1,560.0,108.18,466.0,349.6,0.34,238.0,74481.0
20080407:1600,16.53,58.25,525.0,50.69,476.0,346.2,0.69,259.0,74422.0
20080407:1700,16.87,56.85,762.0,195.19,567.0,350.6,0.9,274.0,74363.0
20080407:1800,16.68,58.2,828.0,344.37,496.0,352.0,1.1,272.0,74305.0
20080407:1900,16.43,59.8,209.0,15.04,196.0,369.4,1.1,265.0,74283.0
20080407:2000,14.96,69.6,293.0,25.49,275.0,357.4,1.24,283.0,74224.0
20080407:2100,14.58,74.5,448.0,625.37,135.0,354.0,1.17,260.0,74224.0
20080407:2200,13.64,81.1,71.0,0.0,71.0,349.6,0.97,260.0,74276.0
20080407:2300,12.47,86.5,0.0,0.0,0.0,353.2,0.83,285.0,74319.0
20080408:0000,11.87,90.9,0.0,-0.0,0.0,349.4,0.55,317.0,74400.0
20080408:0100,11.79,90.95,0.0,-0.0,0.0,358.45,0.48,343.0,74466.0
20080408:0200,11.29,94.6,0.0,-0.0,0.0,346.4,0.34,16.0,74488.0
20080408:0300,10.84,96.35,0.0,-0.0,0.0,336.4,0.41,39.0,74539.0
20080408:0400,10.48,97.25,0.0,-0.0,0.0,335.4,0.48,30.0,74583.0
20080408:0500,10.45,97.05,0.0,-0.0,0.0,347.8,0.48,32.0,74561.0
20080408:0600,9.77,98.65,0.0,-0.0,0.0,327.6,0.69,84.0,74517.0
20080408:0700,9.71,97.65,0.0,-0.0,0.0,333.0,0.76,81.0,74444.0
20080408:0800,9.22,98.55,0.0,-0.0,0.0,326.8,0.76,82.0,74415.0
20080408:0900,9.25,98.3,0.0,-0.0,0.0,338.0,0.76,87.0,74400.0
20080408:1000,9.15,98.4,0.0,-0.0,0.0,335.2,0.9,86.0,74393.0
20080408:1100,8.54,99.1,5.0,0.0,5.0,318.2,1.1,88.0,74437.0
20080408:1200,10.66,93.65,108.0,29.37,100.0,337.4,0.76,87.0,74437.0
20080408:1300,12.8,79.5,488.0,745.09,108.0,339.6,0.41,98.0,74481.0
20080408:1400,14.67,68.4,727.0,839.35,128.0,331.0,0.07,300.0,74473.0
20080408:1500,16.32,57.7,914.0,890.28,140.0,324.0,0.14,308.0,74407.0
20080408:1600,17.27,53.05,354.0,21.73,333.0,344.6,0.07,259.0,74378.0
20080408:1700,17.65,50.85,788.0,225.29,563.0,356.6,0.28,260.0,74305.0
20080408:1800,17.5,52.35,895.0,494.04,419.0,348.4,0.69,279.0,74195.0
20080408:1900,18.02,48.6,637.0,198.07,466.0,344.2,0.69,304.0,74114.0
20080408:2000,16.88,56.25,20.0,0.0,20.0,351.0,1.1,301.0,74107.0
20080408:2100,15.91,64.1,9.0,0.0,9.0,357.8,1.31,290.0,74107.0
20080408:2200,14.73,72.5,206.0,494.9,77.0,340.8,1.1,274.0,74129.0
20080408:2300,13.48,82.2,0.0,0.0,0.0,338.0,0.83,261.0,74232.0
20080409:0000,12.52,88.85,0.0,-0.0,0.0,338.8,0.62,255.0,74327.0
20080409:0100,11.72,97.3,0.0,-0.0,0.0,344.45,0.34,196.0,74400.0
20080409:0200,11.68,93.85,0.0,-0.0,0.0,353.2,0.07,191.0,74451.0
20080409:0300,11.6,96.6,0.0,-0.0,0.0,352.2,0.34,57.0,74488.0
20080409:0400,11.47,94.05,0.0,-0.0,0.0,360.4,0.07,293.0,74532.0
20080409:0500,11.29,98.0,0.0,-0.0,0.0,357.6,0.21,104.0,74510.0
20080409:0600,10.86,98.55,0.0,-0.0,0.0,363.6,0.41,78.0,74473.0
20080409:0700,11.19,97.2,0.0,-0.0,0.0,371.6,0.41,104.0,74437.0
20080409:0800,11.07,97.5,0.0,-0.0,0.0,363.4,0.48,82.0,74378.0
20080409:0900,11.08,96.65,0.0,-0.0,0.0,362.8,0.62,70.0,74385.0
20080409:1000,11.05,96.75,0.0,-0.0,0.0,366.4,0.83,69.0,74385.0
20080409:1100,11.03,96.4,4.0,0.0,4.0,362.8,0.9,77.0,74459.0
20080409:1200,11.4,95.4,89.0,7.3,87.0,370.4,0.48,94.0,74517.0
20080409:1300,11.91,93.55,342.0,193.68,243.0,368.6,0.41,136.0,74554.0
20080409:1400,12.72,90.7,251.0,18.2,238.0,369.8,0.34,116.0,74547.0
20080409:1500,14.5,83.25,648.0,259.84,422.0,370.8,0.21,9.0,74481.0
20080409:1600,15.96,78.7,730.0,275.19,464.0,358.2,0.62,286.0,74444.0
20080409:1700,16.26,85.6,821.0,380.63,441.0,356.4,1.1,266.0,74429.0
20080409:1800,16.99,87.55,727.0,196.29,538.0,365.6,1.45,231.0,74305.0
20080409:1900,16.99,55.95,458.0,53.33,412.0,366.0,0.62,254.0,74224.0
20080409:2000,16.56,57.95,652.0,546.79,267.0,347.2,0.97,268.0,74122.0
20080409:2100,15.65,64.6,462.0,708.07,109.0,359.8,1.17,269.0,74129.0
20080409:2200,14.33,74.35,204.0,492.76,76.0,344.4,1.24,272.0,74173.0
20080409:2300,13.17,82.15,0.0,0.0,0.0,338.4,0.97,268.0,74312.0
20080410:0000,12.61,81.45,0.0,-0.0,0.0,348.0,0.76,281.0,74363.0
20080410:0100,12.27,84.45,0.0,-0.0,0.0,357.65,0.55,286.0,74451.0
20080410:0200,11.93,88.4,0.0,-0.0,0.0,374.2,0.34,318.0,74510.0
20080410:0300,11.76,98.25,0.0,-0.0,0.0,369.0,0.21,51.0,74539.0
20080410:0400,11.3,98.6,0.0,-0.0,0.0,370.2,0.28,51.0,74576.0
20080410:0500,11.06,98.7,0.0,-0.0,0.0,365.4,0.21,41.0,74561.0
20080410:0600,10.91,99.25,0.0,-0.0,0.0,364.2,0.21,298.0,74488.0
20080410:0700,10.36,99.2,0.0,-0.0,0.0,343.4,0.28,101.0,74466.0
20080410:0800,10.09,99.1,0.0,-0.0,0.0,345.8,0.48,98.0,74444.0
20080410:0900,9.99,99.3,0.0,-0.0,0.0,346.2,0.62,112.0,74429.0
20080410:1000,9.93,98.35,0.0,-0.0,0.0,348.0,0.62,95.0,74473.0
20080410:1100,10.02,98.0,4.0,0.0,4.0,350.0,0.62,95.0,74495.0
20080410:1200,10.75,96.95,222.0,533.96,75.0,351.8,0.41,96.0,74532.0
20080410:1300,12.22,86.2,484.0,735.93,107.0,344.6,0.07,225.0,74547.0
20080410:1400,13.74,84.15,536.0,234.92,368.0,344.8,0.76,282.0,74525.0
20080410:1500,14.9,87.45,219.0,16.09,205.0,350.2,1.03,277.0,74532.0
20080410:1600,15.62,87.25,772.0,242.1,538.0,371.6,1.52,272.0,74473.0
20080410:1700,16.4,86.75,288.0,20.04,268.0,367.4,1.38,265.0,74415.0
20080410:1800,15.75,91.25,248.0,17.67,231.0,375.0,1.17,255.0,74297.0
20080410:1900,15.27,79.2,706.0,301.77,446.0,357.4,1.31,283.0,74217.0
20080410:2000,15.35,88.75,511.0,254.58,332.0,366.2,1.17,265.0,74166.0
20080410:2100,14.63,86.35,263.0,82.4,222.0,357.2,1.03,280.0,74122.0
20080410:2200,13.52,89.6,190.0,397.88,87.0,351.2,1.17,273.0,74210.0
20080410:2300,12.4,90.9,0.0,0.0,0.0,345.2,0.83,276.0,74276.0
20080411:0000,11.37,97.45,0.0,-0.0,0.0,346.0,0.76,280.0,74363.0
20080411:0100,11.19,98.8,0.0,-0.0,0.0,358.25,0.34,301.0,74444.0
20080411:0200,11.4,98.05,0.0,-0.0,0.0,360.0,0.41,357.0,74481.0
20080411:0300,10.93,96.85,0.0,-0.0,0.0,352.0,0.28,34.0,74569.0
20080411:0400,10.92,96.6,0.0,-0.0,0.0,360.2,0.34,51.0,74561.0
20080411:0500,10.71,96.8,0.0,-0.0,0.0,356.4,0.48,62.0,74547.0
20080411:0600,10.59,96.95,0.0,-0.0,0.0,361.0,0.21,75.0,74495.0
20080411:0700,10.57,97.3,0.0,-0.0,0.0,359.4,0.28,136.0,74437.0
20080411:0800,10.24,96.3,0.0,-0.0,0.0,350.0,0.55,136.0,74400.0
20080411:0900,9.75,98.6,0.0,-0.0,0.0,344.6,0.48,94.0,74400.0
20080411:1000,9.57,99.25,0.0,-0.0,0.0,337.2,0.69,79.0,74371.0
20080411:1100,9.69,97.75,1.0,0.0,1.0,344.0,0.62,82.0,74407.0
20080411:1200,10.93,93.8,77.0,0.0,77.0,342.4,0.28,70.0,74481.0
20080411:1300,11.94,86.45,147.0,7.79,143.0,334.6,0.28,58.0,74517.0
20080411:1400,13.47,79.4,277.0,22.35,261.0,336.4,0.34,273.0,74532.0
20080411:1500,14.48,79.05,543.0,95.36,460.0,357.2,0.83,259.0,74525.0
20080411:1600,15.99,80.7,581.0,74.5,509.0,356.0,1.38,260.0,74473.0
20080411:1700,17.47,85.2,246.0,19.05,227.0,362.8,1.52,257.0,74341.0
20080411:1800,17.59,85.6,352.0,21.84,331.0,362.0,1.66,263.0,74290.0
20080411:1900,13.62,80.5,348.0,23.24,328.0,363.4,1.45,253.0,74254.0
20080411:2000,13.44,80.8,203.0,9.97,196.0,368.4,1.45,257.0,74224.0
20080411:2100,13.3,81.85,125.0,0.0,125.0,363.4,1.45,259.0,74195.0
20080411:2200,12.86,78.85,158.0,232.56,98.0,352.4,1.31,274.0,74224.0
20080411:2300,11.67,86.2,0.0,0.0,0.0,365.8,0.9,293.0,74261.0
20080412:0000,11.4,90.65,0.0,-0.0,0.0,359.6,0.41,311.0,74356.0
20080412:0100,11.27,92.35,0.0,-0.0,0.0,361.45,0.28,34.0,74407.0
20080412:0200,10.98,92.4,0.0,-0.0,0.0,360.0,0.28,337.0,74459.0
20080412:0300,11.04,88.6,0.0,-0.0,0.0,371.8,0.41,316.0,74539.0
20080412:0400,10.78,93.55,0.0,-0.0,0.0,369.0,0.14,260.0,74539.0
20080412:0500,10.75,92.7,0.0,-0.0,0.0,368.6,0.28,251.0,74503.0
20080412:0600,10.65,92.65,0.0,-0.0,0.0,374.6,0.14,261.0,74495.0
20080412:0700,9.97,95.6,0.0,-0.0,0.0,346.0,0.28,142.0,74444.0
20080412:0800,9.65,96.35,0.0,-0.0,0.0,343.6,0.34,89.0,74407.0
20080412:0900,9.76,96.45,0.0,-0.0,0.0,351.6,0.34,101.0,74407.0
20080412:1000,9.88,96.25,0.0,-0.0,0.0,355.2,0.41,89.0,74429.0
20080412:1100,9.98,96.05,8.0,0.0,8.0,355.4,0.55,94.0,74437.0
20080412:1200,10.5,93.55,225.0,539.37,75.0,354.0,0.41,98.0,74481.0
20080412:1300,11.83,87.8,486.0,738.76,106.0,351.2,0.07,112.0,74539.0
20080412:1400,13.04,86.0,723.0,834.64,125.0,343.0,0.48,279.0,74517.0
20080412:1500,14.96,84.15,603.0,145.87,476.0,365.2,0.97,267.0,74510.0
20080412:1600,16.07,83.65,140.0,8.28,132.0,369.2,1.31,255.0,74473.0
20080412:1700,15.81,80.8,114.0,3.01,111.0,371.0,1.31,254.0,74415.0
20080412:1800,17.45,84.4,87.0,0.0,87.0,363.8,1.52,252.0,74305.0
20080412:1900,15.91,80.05,514.0,84.91,441.0,361.0,1.59,264.0,74268.0
20080412:2000,15.15,84.15,46.0,0.0,46.0,368.2,1.38,253.0,74232.0
20080412:2100,14.65,85.85,297.0,141.25,227.0,367.8,1.17,251.0,74217.0
20080412:2200,13.59,87.1,179.0,369.46,84.0,370.4,0.9,250.0,74232.0
20080412:2300,12.5,88.1,0.0,0.0,0.0,354.8,0.83,287.0,74239.0
20080413:0000,11.46,97.4,0.0,-0.0,0.0,349.2,0.9,317.0,74349.0
20080413:0100,10.71,97.4,0.0,-0.0,0.0,341.45,0.83,342.0,74444.0
20080413:0200,10.6,98.75,0.0,-0.0,0.0,349.0,0.55,40.0,74481.0
20080413:0300,10.77,97.95,0.0,-0.0,0.0,355.8,0.55,64.0,74525.0
20080413:0400,10.37,95.75,0.0,-0.0,0.0,353.2,0.48,56.0,74576.0
20080413:0500,10.04,95.55,0.0,-0.0,0.0,357.4,0.55,61.0,74569.0
20080413:0600,9.95,96.05,0.0,-0.0,0.0,354.2,0.41,115.0,74525.0
20080413:0700,9.86,96.2,0.0,-0.0,0.0,354.0,0.62,87.0,74481.0
20080413:0800,9.31,96.45,0.0,-0.0,0.0,331.8,0.9,88.0,74437.0
20080413:0900,9.31,96.35,0.0,-0.0,0.0,340.2,0.9,85.0,74437.0
20080413:1000,8.99,97.35,0.0,-0.0,0.0,338.2,0.97,85.0,74451.0
20080413:1100,8.94,97.5,8.0,0.0,8.0,339.8,0.97,86.0,74510.0
20080413:1200,10.21,95.35,227.0,543.94,75.0,344.8,0.76,85.0,74561.0
20080413:1300,12.25,82.4,489.0,743.18,106.0,334.6,0.41,56.0,74547.0
20080413:1400,13.84,71.3,481.0,150.61,373.0,355.4,0.48,332.0,74554.0
20080413:1500,14.42,68.3,116.0,4.59,112.0,364.6,0.83,299.0,74525.0
20080413:1600,14.84,68.0,235.0,17.6,218.0,375.0,1.03,273.0,74510.0
20080413:1700,15.44,69.6,541.0,50.17,491.0,349.2,1.17,274.0,74444.0
20080413:1800,15.47,78.35,175.0,12.5,163.0,372.0,1.66,267.0,74334.0
20080413:1900,16.08,87.1,223.0,13.97,211.0,351.0,1.45,266.0,74217.0
20080413:2000,16.09,89.9,286.0,24.28,269.0,361.8,1.59,254.0,74246.0
20080413:2100,14.37,87.35,18.0,0.0,18.0,368.4,1.17,274.0,74254.0
20080413:2200,12.93,92.15,112.0,42.92,101.0,364.0,0.97,287.0,74246.0
20080413:2300,12.07,97.2,0.0,0.0,0.0,364.0,0.97,294.0,74341.0
20080414:0000,11.51,98.45,0.0,-0.0,0.0,358.8,0.9,301.0,74444.0
20080414:0100,11.32,99.0,0.0,-0.0,0.0,361.65,0.41,329.0,74488.0
20080414:0200,11.55,98.4,0.0,-0.0,0.0,368.0,0.28,355.0,74576.0
20080414:0300,10.87,98.5,0.0,-0.0,0.0,351.0,0.41,46.0,74642.0
20080414:0400,10.63,99.0,0.0,-0.0,0.0,350.0,0.55,106.0,74627.0
20080414:0500,10.27,99.0,0.0,-0.0,0.0,343.4,0.69,92.0,74605.0
20080414:0600,10.1,99.0,0.0,-0.0,0.0,346.8,0.62,96.0,74510.0
20080414:0700,10.03,97.75,0.0,-0.0,0.0,355.8,0.76,95.0,74466.0
20080414:0800,10.21,97.45,0.0,-0.0,0.0,360.0,0.76,76.0,74422.0
20080414:0900,10.24,98.0,0.0,-0.0,0.0,356.0,0.83,74.0,74429.0
20080414:1000,10.2,98.45,0.0,-0.0,0.0,359.2,0.69,64.0,74451.0
20080414:1100,10.37,96.9,9.0,0.0,9.0,367.4,0.48,75.0,74503.0
20080414:1200,10.8,95.95,72.0,0.0,72.0,368.0,0.62,75.0,74547.0
20080414:1300,11.59,91.6,488.0,741.83,105.0,367.6,0.62,74.0,74576.0
20080414:1400,12.73,81.95,723.0,836.11,123.0,362.8,0.28,90.0,74598.0
20080414:1500,13.34,78.6,712.0,284.74,464.0,371.0,0.28,260.0,74561.0
20080414:1600,14.14,77.9,162.0,11.39,151.0,364.4,0.76,259.0,74517.0
20080414:1700,14.58,83.6,72.0,0.0,72.0,372.8,1.03,248.0,74451.0
20080414:1800,15.88,88.4,388.0,23.98,365.0,369.6,1.24,264.0,74327.0
20080414:1900,15.98,79.0,225.0,15.15,212.0,359.4,1.1,292.0,74232.0
20080414:2000,15.84,88.7,221.0,12.87,212.0,368.4,1.1,281.0,74217.0
20080414:2100,14.61,88.5,288.0,127.63,225.0,367.2,0.97,266.0,74268.0
20080414:2200,12.85,97.95,178.0,371.9,83.0,372.2,0.48,259.0,74232.0
20080414:2300,11.96,97.6,0.0,0.0,0.0,354.4,0.55,297.0,74327.0
20080415:0000,11.62,98.75,0.0,-0.0,0.0,359.0,0.41,304.0,74437.0
20080415:0100,11.32,98.8,0.0,-0.0,0.0,352.65,0.14,338.0,74495.0
20080415:0200,10.85,99.1,0.0,-0.0,0.0,349.0,0.34,53.0,74569.0
20080415:0300,10.34,98.9,0.0,-0.0,0.0,339.0,0.69,74.0,74613.0
20080415:0400,10.2,99.15,0.0,-0.0,0.0,352.6,0.76,69.0,74627.0
20080415:0500,10.24,99.15,0.0,-0.0,0.0,361.8,0.69,84.0,74598.0
20080415:0600,10.21,99.05,0.0,-0.0,0.0,361.8,0.62,95.0,74495.0
20080415:0700,10.05,98.45,0.0,-0.0,0.0,353.8,0.76,86.0,74466.0
20080415:0800,10.01,98.5,0.0,-0.0,0.0,353.4,0.83,82.0,74459.0
20080415:0900,10.06,98.45,0.0,-0.0,0.0,357.8,0.83,90.0,74437.0
20080415:1000,9.83,98.85,0.0,-0.0,0.0,350.4,0.83,87.0,74466.0
20080415:1100,9.62,98.55,0.0,0.0,0.0,348.6,0.97,87.0,74525.0
20080415:1200,10.38,97.1,19.0,0.0,19.0,358.2,0.97,93.0,74576.0
20080415:1300,11.93,88.1,161.0,9.67,156.0,356.2,0.83,105.0,74642.0
20080415:1400,14.05,73.05,280.0,22.28,264.0,339.2,0.34,118.0,74635.0
20080415:1500,15.37,65.1,279.0,19.52,262.0,337.4,0.34,213.0,74583.0
20080415:1600,15.89,64.7,496.0,42.46,455.0,364.4,1.03,241.0,74488.0
20080415:1700,14.92,75.35,1055.0,916.21,143.0,372.4,1.24,247.0,74429.0
20080415:1800,15.26,82.0,688.0,161.74,533.0,364.0,0.97,263.0,74327.0
20080415:1900,15.24,68.75,884.0,874.09,135.0,364.2,0.76,258.0,74261.0
20080415:2000,15.01,73.8,185.0,8.6,179.0,361.0,0.9,265.0,74195.0
20080415:2100,14.15,77.1,376.0,355.23,201.0,364.6,0.62,257.0,74151.0
20080415:2200,13.18,80.9,199.0,494.84,73.0,362.6,0.83,295.0,74239.0
20080415:2300,12.39,86.3,0.0,0.0,0.0,366.8,0.69,301.0,74283.0
20080416:0000,11.98,89.3,0.0,-0.0,0.0,354.0,0.34,349.0,74378.0
20080416:0100,11.41,96.45,0.0,-0.0,0.0,356.65,0.69,71.0,74437.0
20080416:0200,10.93,98.0,0.0,-0.0,0.0,364.0,0.55,80.0,74532.0
20080416:0300,10.67,98.5,0.0,-0.0,0.0,357.6,0.69,89.0,74547.0
20080416:0400,10.3,98.9,0.0,-0.0,0.0,345.2,0.76,82.0,74591.0
20080416:0500,10.11,97.3,0.0,-0.0,0.0,345.0,0.83,93.0,74547.0
20080416:0600,10.22,96.7,0.0,-0.0,0.0,354.0,0.83,90.0,74495.0
20080416:0700,9.74,98.05,0.0,-0.0,0.0,338.4,0.97,94.0,74437.0
20080416:0800,9.46,98.15,0.0,-0.0,0.0,341.6,1.1,92.0,74400.0
20080416:0900,9.55,97.35,0.0,-0.0,0.0,353.0,1.17,94.0,74393.0
20080416:1000,9.56,97.1,0.0,-0.0,0.0,352.4,1.17,96.0,74407.0
